komentar,sentiment
"Halo developer tolong perbaiki bug server tidak merespon dong, itu sangat menggangu, saya tidak tau penyebab nya padahal sudah jelas kuota internet saya masih banyak dan cukup hanya untuk bermain pubg, dan sosial media lainnya, overall game oke aja, kebetulan saya mulai tertarik bermain pubg lagi setelah lama saya tidak bermain. Itu saja kekurangannya.",positive
"Setelah update, Bug stuck di loading screen (checking for updates) sudah instal ulang berkali"" tetap sama, jaringan normal. Banyak user andro yang lain dengan keluhan yang sama seperti ini.",positive
"Ini maksudnya bagaimana ya teman² / Do you want to enable mobile connection downloading? Depending on your data plan, this may cost you a fee. Terjemahan: Apakah Anda ingin mengaktifkan pengunduhan koneksi seluler? Tergantung pada paket data Anda, ini mungkin dikenakan biaya.",positive
"Tolong di perbaikin masalah login lewat email, soal.x klw mau login lewat email kan ad verifikasi slide gambar masalah.x udh di slide beberapa kali gk bisa mulu, udh slide puluhan kali gagal mulu coy, tolong di perbaiki",neutral
"Untuk gameplay dan grafik di game ini sangat baik dan bagus, hanya saja untuk mencari match nya termasuk lama sekali. Jadi untuk update kedepan agar pencarian matchnya di percepat lagi. Good luck.",positive
"Ngebug Ga bisa di tekan sama sekali masuk di apk nya,terus coba buka apk lain bisa,pubg aja yg engga",negative
"Ini kenapa ya semenjak update event castle ini jadi fps drop? Mau kaga ada musuh mau ada musuh tiba2 fps drop jadi 30-35fps, padahal device poco x6p, event2 sebelumnya aman2 aja tanpa frame drop mau serame apapun pas di tempat event kaga ada drop fps, cuman di event ini doank ga jelas banget",neutral
Sekarang jadi pusing maeninnya beda ama dulu tampilannya :( tapi kualitas makin bagus sih mantap :),positive
"Untuk pihak pubgm yg terhormat,saya mohon kerjasamanya dengan hp chipset high end kaya Snapdragon 695,mediatek G99 agar bisa memainkan game ini dengan 60 FPS,soalnya sekarang berat banget kalo ketemu musuh yang diatas 60fps.banyak diluar sana player yg ingin merasakan 60fps sampe bela belain pake config active save ujung ujungnya kena baned.semoga next update hp yg pake chipset tersebut bisa merasakan main 60 fps.semoga dibaca terimakasih🙏",positive
"kenapa semakin berat, dan ketika open scope terasa lambat tidak se cepat sebelum update",negative
"Pubgm sekarang kebanyakan event, kebanyakan file, Jadi mainnya kurang lancar, dan terlalu banyak bug dan sering kali system error. Untuk pubg sekarang Nol Bintang.",negative
Ini kenapa pubg makin kesini kek gini aku habis pensi main pubg pas didonload lagi mau login ke akunku keban maksudnya gimana??aku pensiloh kok diban si ga nyaman banget mohon diperhatiin ga asal ngeban gini,negative
"Jujur agak kecewa sih setelah update beberapa kali karena ketika bermain rank dan mendapatkan posisi 3 besar tidak mendapatkan plus apa-apa yaitu plus 0, yang padahal seharusnya itu bisa mendapatkan plus untuk poin",neutral
"Game taik, pas ketemu lawan langsung ngeleg sampai gak bisa gerak, tiba mati normal, pas LG GK ada musuh gak adaasalah",negative
"Kenapa sih setelah update ini gua ngerasa lag bgttt gak kayak biasanya sumpah gajelas bangett, enak kalau sebentar aja ini sampai chicken pun masi merah padahal wifi gua aman aman aja lohhh!! Mohon yaa segera di perbaiki ni masalah jaringan nya 🙏🙏🙏",negative
"saya baru saja update eventt terbaru dan download data hd, setelah saya cek saya dapat grafik smooth ekstrem, tapi setelah 2 hari kenapa tiba"" pilihan ekstrem menghilang dan otomatis pindah ke ultra mohon penjelasannya min🙏🏼",negative
"Maaf bintang 1 karna pubg sekarang kacau parah Di event pari kemarin lumayan oke lah gk ada patah sama frame tapi event sekarang asli kacau Kalau gitu lebih baik gk ush aja sekalian ada event kaya dulu lagi, dan sering tiba"" Keluar, mohon di perbaiki agar kami main nyaman seperti dulu lagi",negative
"Awal main 40ms ... Cuma berapa detik jadi 600ms . Selalu begitu . Simpati , xl , im3 , wiffi , di desa dan di kota sama . Update kali ini cacat , 99% keluhan pemain sama di frame drop . 👍 Terus hancurkan reputasimu krafton 💪💪 ""Memeriksa koneksi ,, menggunakan hemat daya."" Dasar event ini udah cacat . Kaga usah cari alasan . Yang komplain gak cuma 1 orang .",negative
"Game berat, timbul suara aneh di redmi note 10s, sering lag, frame drop banget. Ketemu musuh patah patah. Ampun dah (ga bakal di edit ulasannya) sama aja hasilnya",negative
"Halo, saya sdh lama tidak bermain pubg ini dan jngin main saat ini tapi tidak bisa masuk boleh dibantu id dan password saya. Trakhis saya main tahun 2020. Trims",negative
Gk habis pikir sama pubg sekarang padahal engga melakukan kesalahan apa pun akun bisa kena band dan ini udah yang kedua kalinya lama lama jadi males buat main game ini,negative
"game asik. kalau masalah event yang aneh-aneh itu bukan masalah, karena itu di buat agar kita tidak bosan aja. sekarang kan banyak game-game terbaru. semua tergantung anda aja. pada awal buat pubg karena hanya game ini yang keliatan agak real walaupun hanya animasi, jadi banyak yang suka bermain,dan ini juga kan hanya game hiburan, bagi saya biasa-biasa aja. banyak yang pensi karena banyak yang sudah memiliki kesibukan sendiri bukan karena Gamenya, PubG the best lah☺️",positive
"Jujur, Ketika Main Rank Squad Itu Setelah Update Rasanya Berat Kali Ngepush Karena Point Kill + Placement Place Nya Tidak Cocok Dan Point Rank Yang Didapat Setelah Update Berasa Lebih Sedikit Dari Sebelumnya Mohon Lebih Di Balance Rank Point Nya🙏🙏🙏",neutral
"Masih terjadi bug, sering keluar game dengan sendirinya, mohon segera diperbaiki.",neutral
"Di perbaiki la udah mulai tiba,tiba keluar sendiri mana ngelek lagi jaringan nya kok gak bisa di perbaiki jangan di ciptakan,,,,?????",negative
"sebelumnya saya udh kasih bintang 5, tp stelah update versi yg terbaru ini saya ganti bintangnya. Pertama wifi oke, ruang kosong penyimpanan oke, OS andro saya juga 5.1 tapiiii kenapa setelah update ver terbaru malah tidak bisa dibuka?",negative
Tidak bisa login setelah di update. Kenapa stak di cheking for update. Tolong dong Pubg ini saya udah pusing ngak bisa Login.masalah nya saya belum sampai ke tahap perbaiki jadi tidak ada yg bisa di lakukan karna baru di proses cek updates,negative
"Kok setiap buka game PUBG sering keluar sendiri, padahal Ram Mash banyak yg kosong sekitar 9GB. Device Poco x pro",negative
"hmmm pubgm update tambah kacau sekarang.. sering ngelag tombol gak respon, senjata gak keluar, ping naik turun gak jelas apalagi klo ketemu lawan yang ngecash, dll. belum tambah banyak yang ngecheat tapi respon server kayak gak peduli asal cheater nya ngecash di kasih aman dan gak ada tindakan. udah gak sehat permainan ini sekarang. saya yang mulai main dari 2018 merasa sangat kecewa. pugm yang dulu lebih bagus dan adil tidak seperti yang sekarang. makanya sudah banyak player lama yang pensi 😢",negative
EVENT yang sering diluar jalur atau melenceng dari tema game FPS ( saya merasa bosan dengan developer monoton tidak punya ide yang brilian ),negative
"minta bantuannya setelah update pubg saya, sampai sekarang tidak bisa masuk tampilan langsung kembali kemenu awal, sudah coba saya hapus download ulang masih tetep kemenu awal, kalau boleh saya minta linknya yg update biar saya bisa main seperti biasanya, mohon untuk di respon",negative
"Up date terburuk yang pernah ada di pubg mobile , fersi kamaren sebelum di up date 100% lancar ga ada kendala apapun tapi setelah di up det fersi terbaru malah 100% buruk sekali frame drop parah ping 20ms serasa ping 999ms payah sekali fersi kali ini 👎👎",negative
"banyak update-an, tapi tak diimbangi dengan sepadannya yang di update,, aplikasi ini yang membuat storage ponsel menjadi penuh, diperbarui justru malah memperburuk sistem, ""Bug Voice”, ama terlalu banyak “phising”, “cheater”, dan “hack…",positive
"Sinyal nya suka ngelag ngelag, padahal buat nonton tiktok lancar banget, buat buka aplikasi lainnya enak aja, giliran buat login pubg malah server tidak merespon, suruh login ulang trus, bosen banget lama lama sama.pubg",negative
"setelah update saya kira bisa main dgn tenang,ternyata suruh nonton iklan Mulu.!!!! nyesel gua.baru kali ini game sebagus pubg ini,dijadikan ladang iklan iklan iklan dan iklan,detik ini juga saya hapus game ini.makasih !!!!!!!?",negative
game yang selalu gw mainin hampir 10 tahun lebih banyak banget kenanganya tapi cukup sampai sini hpku udah ga kuat mungkin kalo sudah punya uang lebih aku bakal main lagi ini game terima kasih untuk 10 tahunya ),positive
"Jaringan bagus tapi in game ping naik terus, mengganggu sekali kali ping gitu terus padahal jaringan bagus loh",negative
"Banyak bug, sistem matching ga kompetitif, cheat di mana mana.. tolong di atasi min...",negative
Menurut saya sih ok ok aj leg ngeframe itu wajar kan hp kentang coba klow main pake iPad sinyal wifi cobain ga ada leg ngeframe. Saya suka banget game nya saya juga yang punya hp kentang ram 3 gak ngeluhh wajar leg mah namanya juga hp kentang ya kan,positive
bug mic! tolong di benarkan! ketika on mic suara in game jadi mengecil. setelah pembaruan ini saya dan teman saya sama sekali belum bermain perihal bug mic ini yang mengganggu ketika bermain mabar.,negative
"Game ini sangat bagus, memberikan pengalaman pertempuran yang sangat menarik, dan game ini sangat menggambarkan pertempuran di dunia nyata, seperti mobil yang harus menggunakan bahan bakar, hanya memanfaatkan kemampuan bermain diri sendiri (no auto aim) tidak seperti game sebelah",positive
"Kenapa harus turun sesen di terbawah kenapa gak di tengah2 menurut ku ini gak bijak sampai turun dari awal kan cape juga biarpun hobi,sudah senang sebentar di master eh cepat2turun sesen lemas lesu rasanya",negative
1.game semakin besar dan terlalu banyak memakan memory hp... 2.mementingkan penjualan skin dari pada menjaga kualitas game... 3.game yg terlalu berat di hp kapasitas ram 8gb... 4.semakin lama semakin gak kuat hp ram 8gb... 5.semakin lama semakin besar dan gmw diminimalisir ini gamenya.... 6.jadi y pilihan akhir AUTO UNINSTAL,negative
Capek gw seteam sama bot. Dari KD 13 tinggal 9.75. asli gw maen serius dapet team 2 player 2 bot. Capek. Berilah sistem yang fair. Gw tau player Laen mau Mabar. Tapi kalo ketemu player jago dan mereka utuh ber 4 player sedangkan gw 2 team bot. Mau nahan kek gimanapun berat dan capek. Masak 10x maen team bot muluk. Yang jelaslah develop. Tolong berilah matchmaking yang bener2 fair. Berat woi gendong bot game lu muluk,negative
"Teruntuk developer game PUBG ini game dah bagus tapi permasalahannya di sinyal, pdhal sinyal dah bagus kok tetep nge lag parahh dah it nge freem jga.... Untuk updatetan nya jga Mohon,,, pertanyaan udpdet buat apa, malah ngebikin tambah lagg... untuk kedepannya tolong diperbaiki... Kalau nd ku uninstall ni game!!!!!!",negative
"ini kenapaa makin ke sinih makin anehh dahh, sinyalk suka tiba tiba ngilang mulu, sistem macthmaking masihh nyeleneh akun masih gold udah di kasih musuh tier crown+.tolong benerin lahh dulu mahh gak kek gini sinyal tiba tiba ngilang mulu gk jlas risih gw",negative
"saya sudah download, tapi saya buka PS malah di buat INSTAL lagi.. itu kenapa?? saya lihat di penyimpanan sudah ada tapi tidak bisa di instal..",positive
"Untuk developer fitur nya busuk saya tidak bermaksud melukai rekan tim tolong diperbagus lagi fitur nya, masalah nya itu tim random dan saya sudah mencoba untuk open mic tapi tidak bisa",neutral
"Kembalikan pubg mobile kami yang dulu,,,krafton sekarang gak seperti Tencent kami yang dulu,,,,bot nya sekarang udah seperti player,,,bisa naik mobil,,aim sakit,,,kalo pubg versi Tencent yang dulu setia bermain ada mode Halloween,,,kalau bermain classic ada hujan serta petirnya pokok nya natural banget dahh",positive
"Tolong krafton.... Rasa nya tidak kompetitif bagi pengguna hp kentang dengan pengguna hp yg bisa grafis 120fps....jelas dari segi grafis tidak berimbang,,, bagi kami player hp menengah kebawah sangat keberatan... Ubah dong kebijakan,, karena disisi laen kami hp kentang juga ingin bermain pubg...",neutral
"Kenapa pubg saya menjadi buram saat di pertandingan tidak seperti biasanya yang hd ini malah parah bener padahal data pubg saya sudah 12gb tapi rasanya berbeda jauh dengan teman saya yang masih 6gb, tolong di perbaiki supaya pemain bisa nyaman dengan game ini🙏",negative
event kemarin aja ngga saya mainkan🙁. mungkin akan lebih menarik jika yg dikembangkan itu opstacle yg varian di map. atau gimana caranya supaya player low divice bisa bermain dengan lancar.,negative
makin lama makin berat. apalah daya hp kentang. ukuran game aja total udah 25gb framedrop pasti banyak. terlalu mementingkan event skin tapi tidak memikirkan player hp low spek mid spek. kira dia semua yang maen ni game orang kaya semua kali ya...,negative
Makin lama event nya ngaur kalo ivent udah pakai hewan selalu gak cocok rasanya.. Gak tau maksud nya mau main perang perangan atau mau main hewan gak nemu konsep nya jadi setiap ada ivent tentang hewan jadi off main tolong lah pubg kalo ivent gak usah ada perpaduan hewan masak dalam perang ada serigala kan lucu,negative
"sebenarnye game ini masih seru dan aku pun masih memainkan game ini , tapi pengelolanya ga guna , kebanyakan event kebanyakan opsi bermain , sehingga bikin map banyak banyak jadi ga kepake jadi fokusnya tuh mau kmna ini game , data game makin kesini makin gede , player makin dikit malah makin banyakin event event ga jelas , di bandingin sama yg dulu bagusan pubg era TENCENT , semoga kedepan nya bisa di perbaiki lagi lah , thnks .",negative
"Mohon maaf untuk developer kenapa ya kalau baru install pubg yang sekarang macam ada masalah, masalahnya kalau baru install pas masuk ada pilihan izinkan penyimpanan lalu saya klik kok tiba-tiba hp saya lock screen otomatis kenapa ya kesalahan hp saya atau dari game nya tolong kasih solusinya 🙏 sebelumya ngga kaya gini tolong buat developer nya 🙏😟",positive
Tiap hari tambahan data terus.. hp setandar mana bisa maen PUBG min.. tiap hari tambahan data terus,negative
"koneksi masih sering bermasalah,server eroor,untuk memastikan apakah Koneksi saya yang bermasalah,saya coba membuka game lain seperti call of duty mobile...saya memainkan ditempat yang sama,settingan koneksi yang sama. untuk pubg mobile ping yang saya dapatkan berada di 400 kadang turun menjadi 60 atau 100....sedangkan call of duty mobile hasilnya sangat memuaskan,ping yang saya dapatkam berada di 25 stabil....harapan saya semoga koneksi server cepat di perbaiki :) padahal ni game seru loh...",positive
Berat bgt ni game baru main udah bunyi mesin cukur lama lagi layar gw cuma diem gak bisa digerakin pokoknya mantap lah?!,neutral
dear level infinite saya cuma mau minta tolong kalau update tidak perlu mode bertema agar game nya lebih ringan kalo bisa ukuran nya nggak nyampe 20gb an kasihan yang masih ingin main lancar,negative
trauma udh habis top up berjuta juta saya di tipu sama temen suruh pake chet pedahal mah baru sekali menggunakan akun saya udh 6 THN lebih baru kemarin pake chet langsung di bandung permanen lihat aja nanti gua kapok game payah,negative
